Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End	MP ID	Term
Mep1a	current symbol	MGI:96963	17	-	43785215	43813703	MP:0010123	increased bone mineral content
Mep1a	current symbol	MGI:96963	17	-	43785215	43813703	MP:0011352	proximal convoluted tubule brush border loss
Mep1a	current symbol	MGI:96963	17	-	43785215	43813703	MP:0013278	decreased fasting circulating glucose level
Slc22a12	current symbol	MGI:1195269	19	-	6585875	6593062	MP:0009642	abnormal blood homeostasis
Slc22a12	current symbol	MGI:1195269	19	-	6585875	6593062	MP:0009643	abnormal urine homeostasis
Slc22a12	current symbol	MGI:1195269	19	-	6585875	6593062	MP:0009810	increased urine uric acid level
Slc22a12	current symbol	MGI:1195269	19	-	6585875	6593062	MP:0010107	abnormal renal reabsorption
Slc22a12	current symbol	MGI:1195269	19	-	6585875	6593062	MP:0011537	uraturia
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0000180	abnormal circulating cholesterol level
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0000208	decreased hematocrit
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0000221	decreased leukocyte cell number
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0000229	abnormal megakaryocyte differentiation
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0000599	enlarged liver
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0000609	abnormal liver physiology
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0001156	abnormal spermatogenesis
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0001265	decreased body size
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0001505	hunched posture
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0001552	increased circulating triglyceride level
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0001585	hemolytic anemia
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0001783	decreased white adipose tissue amount
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0001925	male infertility
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0001926	female infertility
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0002083	premature death
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0002118	abnormal lipid homeostasis
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0002413	abnormal megakaryocyte progenitor cell morphology
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0002417	abnormal megakaryocyte morphology
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0002599	increased mean platelet volume
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0002640	reticulocytosis
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0002642	anisocytosis
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0002981	increased liver weight
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0003141	cardiac fibrosis
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0003179	thrombocytopenia
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0003949	abnormal circulating lipid level
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0003975	increased circulating VLDL triglyceride level
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0003983	decreased cholesterol level
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0004720	abnormal platelet morphology
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0004772	abnormal bile secretion
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0004777	abnormal phospholipid level
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0005065	abnormal neutrophil morphology
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0005179	decreased circulating cholesterol level
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0005266	abnormal metabolism
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0005278	abnormal cholesterol homeostasis
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0005330	cardiomyopathy
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0005606	increased bleeding time
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0006298	abnormal platelet activation
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0008254	increased megakaryocyte cell number
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0009269	decreased fat cell size
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0009549	decreased platelet aggregation
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0010074	stomatocytosis
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0010078	increased circulating phytosterol level
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0014060	abnormal platelet alpha-granule morphology
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0030025	giant platelets
Abcg5	current symbol	MGI:1351659	17	-	84965662	84990439	MP:0031085	increased erythrocyte osmotic fragility
Apoc1	current symbol	MGI:88053	7	-	19423405	19426584	MP:0000180	abnormal circulating cholesterol level
Apoc1	current symbol	MGI:88053	7	-	19423405	19426584	MP:0001547	abnormal lipid level
Apoc1	current symbol	MGI:88053	7	-	19423405	19426584	MP:0001552	increased circulating triglyceride level
Apoc1	current symbol	MGI:88053	7	-	19423405	19426584	MP:0003982	increased cholesterol level
Apoc1	current symbol	MGI:88053	7	-	19423405	19426584	MP:0004773	abnormal bile composition
Apoc1	current symbol	MGI:88053	7	-	19423405	19426584	MP:0005178	increased circulating cholesterol level
Apoc1	current symbol	MGI:88053	7	-	19423405	19426584	MP:0009355	increased liver triglyceride level
Fxyd2	current symbol	MGI:1195260	9	+	45311007	45321576	MP:0002169	no abnormal phenotype detected
Slc22a19	current symbol	MGI:2442751	19	-	7650440	7688675	
1300013J15Rik		No associated gene					
Prodh	current symbol	MGI:97770	16	-	17889590	17907148	MP:0001262	decreased body weight
Prodh	current symbol	MGI:97770	16	-	17889590	17907148	MP:0001488	increased startle reflex
Prodh	current symbol	MGI:97770	16	-	17889590	17907148	MP:0002764	short tibia
Prodh	current symbol	MGI:97770	16	-	17889590	17907148	MP:0020237	increased proline level
Prodh	current symbol	MGI:97770	16	-	17889590	17907148	MP:0030667	increased circulating proline level
Prodh	current symbol	MGI:97770	16	-	17889590	17907148	MP:0030733	decreased gamma-aminobutyric acid level
Prodh	current symbol	MGI:97770	16	-	17889590	17907148	MP:0030737	decreased glutamic acid level
Prodh	current symbol	MGI:97770	16	-	17889590	17907148	MP:0030743	decreased aspartic acid level
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0000160	kyphosis
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0000165	abnormal long bone hypertrophic chondrocyte zone
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0000371	diluted coat color
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0000755	hindlimb paralysis
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001121	uterus hypoplasia
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001129	impaired ovarian folliculogenesis
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001134	absent corpus luteum
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001147	small testis
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001153	small seminiferous tubules
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001262	decreased body weight
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001265	decreased body size
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001303	abnormal lens morphology
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001304	cataract
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001402	decreased locomotor activity
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001510	abnormal coat appearance
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001732	postnatal growth retardation
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001924	infertility
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001925	male infertility
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0001926	female infertility
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0002075	abnormal coat/hair pigmentation
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0002078	abnormal glucose homeostasis
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0002083	premature death
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0002089	abnormal postnatal growth/weight/body size
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0002113	abnormal skeleton development
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0002427	disproportionate dwarf
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0002687	oligozoospermia
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0002764	short tibia
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0002780	decreased circulating testosterone level
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0002790	decreased circulating follicle stimulating hormone level
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0003109	short femur
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0003415	priapism
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0003662	abnormal long bone epiphyseal plate proliferative zone
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0003936	abnormal reproductive system development
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0004016	decreased bone mass
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0004610	small vertebrae
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0004701	decreased circulating insulin-like growth factor I level
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0004852	decreased testis weight
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0004932	epididymis hypoplasia
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0004984	increased osteoclast cell number
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0005123	increased circulating growth hormone level
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0005148	seminal vesicle hypoplasia
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0005158	ovary hypoplasia
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0005181	decreased circulating estradiol level
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0005471	decreased thyroxine level
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0006396	decreased long bone epiphyseal plate size
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0008477	decreased spleen red pulp amount
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0008912	nervous
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0009009	absent estrous cycle
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0009093	oocyte degeneration
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0010254	nuclear cataract
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0011130	absent tertiary ovarian follicles
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0012604	decreased glutathione level
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0013730	glutathionuria
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0020869	immotile sperm
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0030623	decreased cysteine level
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0030626	decreased circulating cysteine level
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0030653	increased circulating glutathione level
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0030983	failure of copulatory plug deposition
Ggt1	current symbol	MGI:95706	10	+	75397438	75422034	MP:0031422	failure of superovulation
Hrsp12		No associated gene					
BC021608		No associated gene					
Cyp2d26	current symbol	MGI:1923529	15	-	82674302	82678495	
Proz	current symbol	MGI:1860488	8	+	13110914	13126026	MP:0002169	no abnormal phenotype detected
Proz	current symbol	MGI:1860488	8	+	13110914	13126026	MP:0009763	increased sensitivity to induced morbidity/mortality
Proz	current symbol	MGI:1860488	8	+	13110914	13126026	MP:0031121	increased susceptibility to induced thrombosis
Ms4a10	current symbol	MGI:1917076	19	-	10939657	10952034	
Cyp2c37	current symbol	MGI:1306806	19	+	39980868	40000687	
Cfi	current symbol	MGI:105937	3	+	129630376	129668981	MP:0001402	decreased locomotor activity
Cfi	current symbol	MGI:105937	3	+	129630376	129668981	MP:0002941	increased circulating alanine transaminase level
Cfi	current symbol	MGI:105937	3	+	129630376	129668981	MP:0003179	thrombocytopenia
Cfi	current symbol	MGI:105937	3	+	129630376	129668981	MP:0005325	abnormal renal glomerulus morphology
Cfi	current symbol	MGI:105937	3	+	129630376	129668981	MP:0010024	increased total body fat amount
Cfi	current symbol	MGI:105937	3	+	129630376	129668981	MP:0011353	expanded mesangial matrix
Cfi	current symbol	MGI:105937	3	+	129630376	129668981	MP:0020216	decreased circulating complement protein level
Cfi	current symbol	MGI:105937	3	+	129630376	129668981	MP:0020518	renal glomerular protein deposits
Gyk		No associated gene					
2010001H14Rik		No associated gene					
Cyp4b1	current symbol	MGI:103225	4	-	115481922	115504920	MP:0001415	increased exploration in new environment
Cyp4b1	current symbol	MGI:103225	4	-	115481922	115504920	MP:0002644	decreased circulating triglyceride level
Cyp4b1	current symbol	MGI:103225	4	-	115481922	115504920	MP:0005343	increased circulating aspartate transaminase level
Cyp4b1	current symbol	MGI:103225	4	-	115481922	115504920	MP:0005344	increased circulating bilirubin level
Cyp4b1	current symbol	MGI:103225	4	-	115481922	115504920	MP:0005566	decreased blood urea nitrogen level
Cyp4b1	current symbol	MGI:103225	4	-	115481922	115504920	MP:0008874	decreased physiological sensitivity to xenobiotic
Cyp4b1	current symbol	MGI:103225	4	-	115481922	115504920	MP:0010511	shortened PR interval
Cyp4b1	current symbol	MGI:103225	4	-	115481922	115504920	MP:0011954	shortened PQ interval
Cyp4b1	current symbol	MGI:103225	4	-	115481922	115504920	MP:0013279	increased fasting circulating glucose level
2010001C14Rik		No associated gene					
Gsta3	current symbol	MGI:95856	1	+	21310789	21335799	MP:0008873	increased physiological sensitivity to xenobiotic
Gsta3	current symbol	MGI:95856	1	+	21310789	21335799	MP:0009766	increased sensitivity to xenobiotic induced morbidity/mortality
Mucdhl		No associated gene					
Msra	current symbol	MGI:106916	14	-	64360074	64693352	MP:0001406	abnormal gait
Msra	current symbol	MGI:106916	14	-	64360074	64693352	MP:0002083	premature death
Msra	current symbol	MGI:106916	14	-	64360074	64693352	MP:0003674	oxidative stress
Msra	current symbol	MGI:106916	14	-	64360074	64693352	MP:0005319	abnormal enzyme/coenzyme level
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0002078	abnormal glucose homeostasis
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0002106	abnormal muscle physiology
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0002338	abnormal pulmonary ventilation
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0002727	decreased circulating insulin level
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0002891	increased insulin sensitivity
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0003059	decreased insulin secretion
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0003633	abnormal nervous system physiology
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0004129	abnormal respiratory quotient
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0005266	abnormal metabolism
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0005289	increased oxygen consumption
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0005292	improved glucose tolerance
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0005659	decreased susceptibility to diet-induced obesity
Pask	current symbol	MGI:2155936	1	-	93237159	93271244	MP:0031268	decreased susceptibility to diet-induced hepatic steatosis
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0000026	abnormal inner ear morphology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0000034	abnormal inner ear vestibule morphology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0000042	abnormal organ of Corti morphology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0000043	organ of Corti degeneration
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0000048	abnormal stria vascularis morphology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0000745	tremors
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0001382	abnormal nursing
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0001388	abnormal stationary movement
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0001392	abnormal locomotor behavior
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0001394	circling
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0001395	bidirectional circling
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0001406	abnormal gait
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0001442	decreased grooming behavior
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0001522	impaired swimming
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0001525	impaired balance
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0001961	abnormal reflex
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0001967	deafness
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0002622	abnormal cochlear hair cell morphology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0002630	abnormal endocochlear potential
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0002730	head shaking
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0002757	decreased vertical activity
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0002855	abnormal cochlear ganglion morphology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0002857	cochlear ganglion degeneration
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0002895	abnormal otolithic membrane morphology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0003107	abnormal response to novelty
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0003149	abnormal tectorial membrane morphology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0003150	detached tectorial membrane
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0003866	abnormal defecation
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0003878	abnormal ear physiology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004324	vestibular hair cell degeneration
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004331	vestibular saccular macula degeneration
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004333	abnormal utricular macula morphology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004362	cochlear hair cell degeneration
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004398	cochlear inner hair cell degeneration
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004404	cochlear outer hair cell degeneration
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004409	abnormal crista ampullaris neuroepithelium morphology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004413	absent cochlear microphonics
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004416	absent cochlear nerve compound action potential
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004521	abnormal cochlear hair cell stereociliary bundle morphology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004523	decreased cochlear hair cell stereocilia number
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004524	short cochlear hair cell stereocilia
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004525	thin cochlear hair cell stereocilia
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004532	abnormal inner hair cell stereociliary bundle morphology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004586	pillar cell degeneration
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004742	abnormal vestibular system physiology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004813	absent linear vestibular evoked potential
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0004814	reduced linear vestibular evoked potential
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0005561	increased mean corpuscular hemoglobin
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0005564	increased hemoglobin content
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0006335	abnormal hearing electrophysiology
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0006358	absent pinna reflex
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0010323	retropulsion
Espn	current symbol	MGI:1861630	4	-	152204788	152236828	MP:0011967	increased or absent threshold for auditory brainstem response
Ces6		No associated gene					
Fut9	current symbol	MGI:1330859	4	-	25609333	25800003	MP:0012203	abnormal neuronal stem cell morphology
Fut9	current symbol	MGI:1330859	4	-	25609333	25800003	MP:0012206	increased neuronal stem cell self-renewal
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0000377	abnormal hair follicle morphology
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0000414	alopecia
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0000416	sparse hair
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0000422	delayed hair appearance
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0000479	abnormal enterocyte morphology
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0000745	tremors
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0000872	abnormal cerebellum external granule cell layer morphology
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0000886	abnormal cerebellar granule layer morphology
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0001211	wrinkled skin
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0001222	epidermal hyperplasia
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0001242	hyperkeratosis
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0001258	decreased body length
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0001265	decreased body size
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0001394	circling
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0001406	abnormal gait
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0002082	postnatal lethality
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0002083	premature death
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0002169	no abnormal phenotype detected
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0002175	decreased brain weight
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0003674	oxidative stress
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0003704	abnormal hair follicle development
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0003809	abnormal hair shaft morphology
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0005309	increased circulating ammonia level
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0005311	abnormal circulating amino acid level
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0005332	abnormal amino acid level
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0005584	abnormal enzyme/coenzyme activity
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0009977	abnormal cerebellar granule cell migration
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0010387	abnormal Bergmann glial cell morphology
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0011087	neonatal lethality, complete penetrance
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0020836	increased circulating citrulline level
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0030638	increased circulating taurine level
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0030639	decreased circulating taurine level
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0030650	increased circulating ornithine level
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0030651	decreased circulating ornithine level
Ass1	current symbol	MGI:88090	2	+	31360282	31410682	MP:0030662	decreased circulating arginine level
Ugt3a2	current symbol	MGI:2145969	15	+	9335637	9371041	
Myo7b	current symbol	MGI:107709	18	-	32092287	32169984	MP:0003019	increased circulating chloride level
Myo7b	current symbol	MGI:107709	18	-	32092287	32169984	MP:0005560	decreased circulating glucose level
Myo7b	current symbol	MGI:107709	18	-	32092287	32169984	MP:0005633	increased circulating sodium level
Gjb1	current symbol	MGI:95719	X	+	100419984	100429235	MP:0000598	abnormal liver morphology
Gjb1	current symbol	MGI:95719	X	+	100419984	100429235	MP:0000609	abnormal liver physiology
Gjb1	current symbol	MGI:95719	X	+	100419984	100429235	MP:0000920	abnormal myelination
Gjb1	current symbol	MGI:95719	X	+	100419984	100429235	MP:0000921	demyelination
Gjb1	current symbol	MGI:95719	X	+	100419984	100429235	MP:0001106	abnormal Schwann cell morphology
Gjb1	current symbol	MGI:95719	X	+	100419984	100429235	MP:0001262	decreased body weight
Gjb1	current symbol	MGI:95719	X	+	100419984	100429235	MP:0003632	abnormal nervous system morphology
Gjb1	current symbol	MGI:95719	X	+	100419984	100429235	MP:0003871	abnormal myelin sheath morphology
Gjb1	current symbol	MGI:95719	X	+	100419984	100429235	MP:0005403	abnormal nerve conduction
Gjb1	current symbol	MGI:95719	X	+	100419984	100429235	MP:0005404	abnormal axon morphology
Gjb1	current symbol	MGI:95719	X	+	100419984	100429235	MP:0010400	increased liver glycogen level
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0000266	abnormal heart morphology
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0000274	enlarged heart
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0001120	abnormal uterus morphology
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0001297	microphthalmia
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0001364	decreased anxiety-related response
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0001697	abnormal embryo size
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0001785	edema
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0002739	abnormal olfactory bulb development
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0002833	increased heart weight
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0004948	abnormal neuronal precursor proliferation
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0005311	abnormal circulating amino acid level
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0005332	abnormal amino acid level
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0009141	increased prepulse inhibition
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0009709	hydrometra
